0.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
5.631499999999999773e+02,9.514148084135742101e+04,5.017245833957609721e+05,7.252574657202581875e+05,8.629205988393719308e+05,9.603089284115256742e+05
5.881499999999999773e+02,1.040557724920156179e+05,5.002725647626992431e+05,7.229529284914002055e+05,8.581189331431835890e+05,9.527803563887872733e+05
6.131499999999999773e+02,1.112816939891486254e+05,4.967932256154480856e+05,7.175702465080141556e+05,8.479011634668211918e+05,9.382128812887563836e+05
6.381499999999999773e+02,1.165212555940660823e+05,4.889820871267094044e+05,7.057556603111779550e+05,8.276098665565424599e+05,9.118679880461110733e+05
6.631499999999999773e+02,1.196508765198691981e+05,4.730219395140823908e+05,6.820060775134484284e+05,7.910954807193268789e+05,8.684437995485838037e+05
6.881499999999999773e+02,1.209971701400524180e+05,4.448375724264425808e+05,6.402379546735628974e+05,7.341376431854187977e+05,8.053932992091418710e+05
7.131499999999999773e+02,1.205320962572490680e+05,4.046926921910808887e+05,5.798444743519896874e+05,6.608418262783347163e+05,7.274999723016666248e+05
7.381499999999999773e+02,1.187243938100242376e+05,3.610726653567540925e+05,5.118234380781534128e+05,5.854145453163972124e+05,6.472462317237376701e+05
7.631499999999999773e+02,1.160047879965736647e+05,3.249905465189674869e+05,4.527299668533335789e+05,5.227973537160110427e+05,5.778065699108801782e+05
7.881499999999999773e+02,1.127425885317138163e+05,3.009300836588047096e+05,4.113059316533165984e+05,4.789059191311434843e+05,5.257088477235977771e+05
8.131499999999999773e+02,1.094621255509839102e+05,2.869221297675285023e+05,3.861261647059164825e+05,4.513701899982460891e+05,4.903419272561899852e+05
8.381499999999999773e+02,1.064710104638430639e+05,2.793156307609091164e+05,3.719686179031262291e+05,4.351269822013879893e+05,4.677563351283033262e+05
8.731499999999999773e+02,1.033903661448261555e+05,2.742907000096438569e+05,3.623130690556818736e+05,4.233302830715088639e+05,4.498724519473532564e+05
